Team|Num|Pos|Name|GP|G|A|P|+/-|PIM|PP|SH|GW|S|S%
:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:|:--:
Anaheim|10|R|Corey Perry|13|11|4|15|11|25|4|0|1|42|26.20
Anaheim|15|C|Ryan Getzlaf|13|3|11|14|4|17|0|0|1|33|9.10
Anaheim|17|C|Ryan Kesler|14|3|6|9|-3|21|1|0|1|38|7.90
Anaheim|4|D|Cam Fowler|14|1|8|9|5|0|0|0|1|13|7.70
Anaheim|45|D|Sami Vatanen|14|3|5|8|-1|16|3|0|1|20|15.00
Anaheim|39|L|Matt Beleskey|14|6|0|6|2|12|2|0|1|41|14.60
Anaheim|33|R|Jakob Silfverberg|14|0|5|5|0|4|0|0|0|28|0.00
Anaheim|12|R|Devante Smith-Pelly|14|3|2|5|3|0|0|1|1|23|13.00
Anaheim|23|D|Francois Beauchemin|14|0|4|4|3|4|0|0|0|19|0.00
Anaheim|44|C|Nate Thompson|14|1|3|4|0|20|0|0|1|14|7.10
Anaheim|7|C|Andrew Cogliano|14|1|3|4|1|4|0|1|0|25|4.00
Anaheim|19|L|Patrick Maroon|6|0|4|4|-1|2|0|0|0|11|0.00
Anaheim|38|C|William Karlsson|11|2|1|3|4|2|0|0|1|15|13.30
Anaheim|47|D|Hampus Lindholm|14|1|2|3|8|8|0|0|0|21|4.80
Anaheim|67|C|Rickard Rakell|9|0|2|2|1|4|0|0|0|12|0.00
Anaheim|18|R|Tim Jackman|14|1|0|1|-1|37|0|0|0|13|7.70
Anaheim|6|D|Ben Lovejoy|9|0|1|1|2|7|0|0|0|9|0.00
Anaheim|16|L|Emerson Etem|14|1|0|1|-1|2|0|0|0|22|4.50
Anaheim|51|L|Dany Heatley|3|0|0|0|-2|0|0|0|0|6|0.00
Anaheim|3|D|Clayton Stoner|13|0|0|0|0|16|0|0|0|13|0.00
Anaheim|28|D|Mark Fistric|3|0|0|0|-1|0|0|0|0|0|0.00
Anaheim|62|R|Chris Wagner|1|0|0|0|0|2|0|0|0|0|0.00
Anaheim|42|D|Josh Manson|3|0|0|0|-1|2|0|0|0|2|0.00
Vancouver|33|C|Henrik Sedin|14|5|10|15|4|2|1|0|0|18|27.80
Vancouver|22|L|Daniel Sedin|14|3|11|14|3|4|1|0|1|40|7.50
Vancouver|17|R|Radim Vrbata|14|6|7|13|1|2|2|0|2|49|12.20
Vancouver|13|C|Nick Bonino|14|7|5|12|7|6|0|0|3|33|21.20
Vancouver|20|L|Chris Higgins|14|2|7|9|7|4|0|0|0|28|7.10
Vancouver|7|R|Linden Vey|14|4|3|7|-1|2|3|0|1|11|36.40
Vancouver|23|D|Alexander Edler|14|3|4|7|5|4|3|0|0|46|6.50
Vancouver|14|R|Alexandre Burrows|11|2|5|7|5|8|1|0|0|18|11.10
Vancouver|15|R|Brad Richardson|14|3|3|6|-4|11|0|0|0|25|12.00
Vancouver|51|R|Derek Dorsett|14|2|3|5|0|26|0|1|1|19|10.50
Vancouver|36|R|Jannik Hansen|14|3|1|4|-3|4|0|0|0|21|14.30
Vancouver|9|R|Zack Kassian|13|2|2|4|-4|24|0|0|0|20|10.00
Vancouver|8|D|Christopher Tanev|14|0|4|4|5|4|0|0|0|8|0.00
Vancouver|2|D|Dan Hamhuis|14|0|4|4|-6|11|0|0|0|17|0.00
Vancouver|5|D|Luca Sbisa|13|2|1|3|-2|8|0|0|1|9|22.20
Vancouver|27|C|Shawn Matthias|14|1|2|3|-8|6|0|0|0|20|5.00
Vancouver|6|D|Yannick Weber|10|0|2|2|5|4|0|0|0|15|0.00
Vancouver|29|L|Tom Sestito|2|0|1|1|1|0|0|0|0|0|0.00
Vancouver|3|D|Kevin Bieksa|14|0|1|1|-4|18|0|0|0|32|0.00
Vancouver|18|D|Ryan Stanton|5|0|0|0|2|0|0|0|0|7|0.00
Vancouver|53|C|Bo Horvat|2|0|0|0|1|0|0|0|0|2|0.00
Montréal|14|C|Tomas Plekanec|14|5|4|9|-1|0|0|1|1|40|12.50
Montréal|76|D|P.K. Subban|14|3|6|9|-2|22|1|0|1|27|11.10
Montréal|67|L|Max Pacioretty|14|5|4|9|7|12|1|0|0|49|10.20
Montréal|27|C|Alex Galchenyuk|14|4|4|8|-2|6|0|0|0|31|12.90
Montréal|79|D|Andrei Markov|14|1|5|6|1|2|0|0|0|27|3.70
Montréal|15|R|Pierre-Alexandre Parenteau|14|3|3|6|-2|6|1|0|0|29|10.30
Montréal|74|D|Alexei Emelin|12|0|6|6|2|14|0|0|0|6|0.00
Montréal|51|C|David Desharnais|14|1|5|6|7|12|0|0|1|16|6.30
Montréal|11|R|Brendan Gallagher|14|3|2|5|1|4|0|0|1|43|7.00
Montréal|22|R|Dale Weise|11|0|4|4|0|2|0|0|0|14|0.00
Montréal|81|C|Lars Eller|14|2|1|3|-9|12|0|0|1|25|8.00
Montréal|77|D|Tom Gilbert|14|1|1|2|4|14|0|0|0|12|8.30
Montréal|17|R|Rene Bourque|13|0|2|2|-9|6|0|0|0|18|0.00
Montréal|24|D|Jarred Tinordi|9|0|2|2|-5|7|0|0|0|4|0.00
Montréal|43|D|Mike Weaver|13|0|1|1|-6|4|0|0|0|3|0.00
Montréal|8|L|Brandon Prust|14|0|1|1|-6|23|0|0|0|7|0.00
Montréal|26|L|Jiri Sekac|7|1|0|1|-4|2|0|0|0|5|20.00
Montréal|20|C|Manny Malhotra|14|0|0|0|-3|2|0|0|0|12|0.00
Montréal|32|L|Travis Moen|9|0|0|0|0|4|0|0|0|9|0.00
Montréal|49|L|Michael Bournival|2|0|0|0|0|0|0|0|0|2|0.00
Montréal|28|D|Nathan Beaulieu|8|0|0|0|-5|4|0|0|0|13|0.00
Tampa Bay|9|C|Tyler Johnson|13|2|13|15|9|2|1|0|0|38|5.30
Tampa Bay|91|C|Steven Stamkos|13|8|5|13|-2|4|3|0|1|53|15.10
Tampa Bay|86|R|Nikita Kucherov|13|5|7|12|7|2|0|0|0|31|16.10
Tampa Bay|51|C|Valtteri Filppula|13|3|8|11|-2|4|0|0|0|18|16.70
Tampa Bay|6|D|Anton Stralman|13|1|8|9|15|4|0|0|0|19|5.30
Tampa Bay|18|L|Ondrej Palat|13|4|5|9|6|6|0|0|1|23|17.40
Tampa Bay|11|C|Brian Boyle|13|4|3|7|3|13|0|1|2|24|16.70
Tampa Bay|5|D|Jason Garrison|13|2|5|7|3|4|1|0|2|31|6.50
Tampa Bay|77|D|Victor Hedman|5|3|4|7|2|4|2|0|1|11|27.30
Tampa Bay|24|R|Ryan Callahan|8|4|2|6|2|4|2|0|1|18|22.20
Tampa Bay|90|C|Vladislav Namestnikov|13|3|2|5|0|2|1|0|1|20|15.00
Tampa Bay|27|L|Jonathan Drouin|8|1|4|5|0|2|0|0|0|10|10.00
Tampa Bay|17|C|Alex Killorn|8|2|2|4|0|4|0|0|0|14|14.30
Tampa Bay|2|D|Eric Brewer|11|0|3|3|2|12|0|0|0|8|0.00
Tampa Bay|25|D|Matthew Carle|13|1|1|2|3|8|1|0|0|9|11.10
Tampa Bay|14|R|Brett Connolly|8|2|0|2|3|12|0|0|0|8|25.00
Tampa Bay|13|C|Cedric Paquette|5|2|0|2|2|5|0|0|0|10|20.00
Tampa Bay|10|L|Brenden Morrow|13|0|1|1|1|4|0|0|0|3|0.00
Tampa Bay|7|D|Radko Gudas|9|0|1|1|-1|18|0|0|0|12|0.00
Tampa Bay|23|R|J.T. Brown|12|0|1|1|-2|7|0|0|0|14|0.00
Tampa Bay|62|D|Andrej Sustr|11|0|1|1|-2|2|0|0|0|7|0.00
Tampa Bay|46|R|Mike Blunden|2|0|0|0|-1|2|0|0|0|0|0.00
Tampa Bay|8|D|Mark Barberio|3|0|0|0|0|0|0|0|0|2|0.00
Tampa Bay|42|C|Jonathan Marchessault|1|0|0|0|-1|0|0|0|0|1|0.00
St. Louis|91|R|Vladimir Tarasenko|13|9|7|16|10|6|3|0|2|55|16.40
St. Louis|22|D|Kevin Shattenkirk|13|1|10|11|3|8|1|0|0|25|4.00
St. Louis|17|L|Jaden Schwartz|13|6|5|11|4|4|2|0|0|44|13.60
St. Louis|12|C|Jori Lehtera|12|2|7|9|6|12|1|0|0|16|12.50
St. Louis|20|L|Alexander Steen|13|3|5|8|4|4|1|0|2|41|7.30
St. Louis|27|D|Alex Pietrangelo|13|1|6|7|-3|2|1|0|0|27|3.70
St. Louis|42|C|David Backes|12|3|3|6|-1|6|3|0|2|28|10.70
St. Louis|26|C|Paul Stastny|5|1|3|4|-1|6|0|0|0|12|8.30
St. Louis|5|D|Barret Jackman|13|0|3|3|3|11|0|0|0|13|0.00
St. Louis|40|C|Maxim Lapierre|13|0|2|2|0|6|0|0|0|15|0.00
St. Louis|75|R|Ryan Reaves|13|2|0|2|0|11|0|0|0|7|28.60
St. Louis|21|C|Patrik Berglund|12|1|1|2|-2|4|0|0|0|22|4.50
St. Louis|9|C|Steve Ott|13|0|1|1|-1|15|0|0|0|4|0.00
St. Louis|19|D|Jay Bouwmeester|13|1|0|1|2|4|0|0|0|15|6.70
St. Louis|10|C|Joakim Lindstrom|12|1|0|1|-2|2|0|0|0|21|4.80
St. Louis|74|R|T.J. Oshie|8|0|1|1|-1|7|0|0|0|15|0.00
St. Louis|28|D|Ian Cole|13|0|1|1|6|12|0|0|0|17|0.00
St. Louis|4|D|Carl Gunnarsson|6|0|1|1|0|0|0|0|0|5|0.00
St. Louis|23|R|Dmitrij Jaskin|6|1|0|1|-1|4|0|0|1|6|16.70
St. Louis|33|D|Jordan Leopold|7|0|0|0|0|2|0|0|0|1|0.00
St. Louis|32|L|Chris Porter|5|0|0|0|0|4|0|0|0|8|0.00
St. Louis|56|L|Magnus Paajarvi|5|0|0|0|-1|2|0|0|0|4|0.00
St. Louis|48|D|Petteri Lindbohm|1|0|0|0|-1|0|0|0|0|4|0.00
Pittsburgh|87|C|Sidney Crosby|12|7|12|19|3|8|3|0|1|42|16.70
Pittsburgh|71|C|Evgeni Malkin|12|5|11|16|-4|14|5|0|0|28|17.90
Pittsburgh|72|R|Patric Hornqvist|12|7|8|15|4|2|2|0|1|53|13.20
Pittsburgh|14|L|Chris Kunitz|12|8|6|14|6|6|5|0|3|27|29.60
Pittsburgh|9|R|Pascal Dupuis|12|4|5|9|1|2|2|0|0|31|12.90
Pittsburgh|58|D|Kris Letang|12|1|7|8|-4|8|1|0|0|36|2.80
Pittsburgh|16|C|Brandon Sutter|12|4|4|8|3|2|0|1|1|28|14.30
Pittsburgh|17|L|Blake Comeau|12|3|4|7|2|14|0|0|1|17|17.60
Pittsburgh|23|R|Steve Downie|12|2|5|7|3|49|1|0|0|17|11.80
Pittsburgh|3|D|Olli Maatta|10|1|5|6|1|4|0|0|0|14|7.10
Pittsburgh|47|D|Simon Despres|12|1|4|5|7|36|0|0|0|13|7.70
Pittsburgh|10|D|Christian Ehrhoff|12|0|4|4|7|2|0|0|0|19|0.00
Pittsburgh|13|C|Nick Spaling|12|2|2|4|5|6|0|0|0|7|28.60
Pittsburgh|7|D|Paul Martin|12|1|2|3|3|2|0|0|0|13|7.70
Pittsburgh|4|D|Rob Scuderi|12|0|2|2|6|2|0|0|0|2|0.00
Pittsburgh|27|R|Craig Adams|12|1|0|1|0|11|0|0|1|7|14.30
Pittsburgh|57|C|Marcel Goc|12|1|0|1|0|2|0|0|0|12|8.30
Pittsburgh|41|D|Robert Bortuzzo|2|0|1|1|1|5|0|0|0|1|0.00
Pittsburgh|38|C|Zach Sill|12|0|0|0|1|7|0|0|0|4|0.00
Boston|34|C|Carl Soderberg|15|4|8|12|2|2|2|0|1|27|14.80
Boston|46|C|David Krejci|10|3|7|10|4|10|0|1|1|23|13.00
Boston|63|L|Brad Marchand|15|5|5|10|8|18|1|0|2|39|12.80
Boston|27|D|Dougie Hamilton|15|3|7|10|3|6|1|0|1|37|8.10
Boston|21|R|Loui Eriksson|15|3|6|9|5|4|1|0|0|26|11.50
Boston|37|C|Patrice Bergeron|15|2|7|9|2|12|0|0|0|46|4.30
Boston|17|L|Milan Lucic|15|3|6|9|1|31|1|0|0|23|13.00
Boston|18|R|Reilly Smith|15|3|5|8|3|2|1|0|0|22|13.60
Boston|23|C|Chris Kelly|15|2|5|7|3|2|0|0|1|24|8.30
Boston|47|D|Torey Krug|11|2|4|6|2|0|1|0|0|29|6.90
Boston|53|C|Seth Griffith|11|3|2|5|-2|4|0|0|0|17|17.60
Boston|44|D|Dennis Seidenberg|15|1|3|4|5|12|0|0|0|27|3.70
Boston|33|D|Zdeno Chara|9|2|1|3|-2|6|1|0|0|28|7.10
Boston|11|C|Gregory Campbell|10|2|1|3|1|4|0|1|1|7|28.60
Boston|20|L|Daniel Paille|15|0|2|2|-3|4|0|0|0|10|0.00
Boston|54|D|Adam McQuaid|15|1|1|2|1|13|0|0|0|10|10.00
Boston|25|R|Matt Fraser|7|2|0|2|-1|0|0|0|1|10|20.00
Boston|62|D|Zach Trotman|6|0|2|2|1|0|0|0|0|9|0.00
Boston|12|L|Simon Gagne|10|1|0|1|-1|2|0|0|0|14|7.10
Boston|79|D|David Warsofsky|4|0|1|1|1|0|0|0|0|7|0.00
Boston|64|R|Bobby Robins|3|0|0|0|0|14|0|0|0|0|0.00
Boston|43|D|Matt Bartkowski|5|0|0|0|-4|0|0|0|0|6|0.00
Boston|38|R|Jordan Caron|1|0|0|0|-1|0|0|0|0|0|0.00
Boston|61|R|Craig Cunningham|3|0|0|0|0|0|0|0|0|2|0.00
Boston|51|C|Ryan Spooner|5|0|0|0|-2|0|0|0|0|6|0.00
Boston|86|D|Kevan Miller|6|0|0|0|4|5|0|0|0|2|0.00
Boston|45|D|Joe Morrow|4|0|0|0|1|2|0|0|0|10|0.00
Calgary|5|D|Mark Giordano|15|4|11|15|6|17|1|0|0|35|11.40
Calgary|7|D|TJ Brodie|15|4|10|14|10|8|2|0|0|27|14.80
Calgary|24|C|Jiri Hudler|14|4|7|11|3|2|0|0|0|17|23.50
Calgary|6|D|Dennis Wideman|14|5|4|9|-2|6|2|0|1|32|15.60
Calgary|13|L|Johnny Gaudreau|14|2|7|9|7|0|1|0|2|21|9.50
Calgary|23|C|Sean Monahan|15|5|4|9|0|2|2|0|1|41|12.20
Calgary|8|C|Joe Colborne|11|0|8|8|3|12|0|0|0|6|0.00
Calgary|21|L|Mason Raymond|10|5|2|7|2|4|0|0|1|24|20.80
Calgary|4|D|Kris Russell|15|0|7|7|2|2|0|0|0|18|0.00
Calgary|20|L|Curtis Glencross|15|2|4|6|1|20|1|0|1|26|7.70
Calgary|86|C|Josh Jooris|8|3|2|5|-1|0|1|0|0|13|23.10
Calgary|32|C|Paul Byron|15|1|3|4|3|2|0|0|0|22|4.50
Calgary|11|C|Mikael Backlund|11|1|3|4|0|4|0|0|1|18|5.60
Calgary|17|C|Lance Bouma|14|3|1|4|-2|2|0|0|0|13|23.10
Calgary|60|C|Markus Granlund|4|2|1|3|2|2|0|0|0|8|25.00
Calgary|18|C|Matt Stajan|11|1|1|2|2|12|0|0|0|9|11.10
Calgary|25|L|Brandon Bollig|15|0|2|2|-1|18|0|0|0|16|0.00
Calgary|29|D|Deryk Engelland|11|0|1|1|-2|18|0|0|0|9|0.00
Calgary|19|R|David Jones|6|0|1|1|0|2|0|0|0|12|0.00
Calgary|15|D|Ladislav Smid|14|0|1|1|-3|11|0|0|0|12|0.00
Calgary|16|R|Brian McGrattan|5|0|0|0|-1|4|0|0|0|8|0.00
Calgary|22|R|Devin Setoguchi|8|0|0|0|-3|2|0|0|0|11|0.00
Calgary|79|L|Michael Ferland|1|0|0|0|0|0|0|0|0|1|0.00
Calgary|33|D|Raphael Diaz|6|0|0|0|0|2|0|0|0|2|0.00
Calgary|27|L|Sven Baertschi|3|0|0|0|-1|0|0|0|0|5|0.00
Nashville|9|C|Filip Forsberg|13|5|8|13|13|4|2|0|1|36|13.90
Nashville|63|C|Mike Ribeiro|13|3|7|10|4|4|0|0|1|16|18.80
Nashville|18|L|James Neal|13|7|2|9|4|8|1|0|1|43|16.30
Nashville|21|C|Derek Roy|13|0|7|7|0|0|0|0|0|24|0.00
Nashville|4|D|Ryan Ellis|13|1|6|7|2|6|0|0|0|32|3.10
Nashville|15|C|Craig Smith|13|5|2|7|1|4|2|0|0|35|14.30
Nashville|6|D|Shea Weber|13|4|2|6|7|12|1|0|0|30|13.30
Nashville|14|D|Mattias Ekholm|13|0|5|5|3|10|0|0|0|7|0.00
